"ibge_code","detected","sup_eu","eq_br","sup_br","atrazine_category","simazine_category","atr_plus_sim_same_day_category","atr_plus_sim_same_month_category","atr_plus_sim_same_semestre_category","atr_plus_sim_same_year_category","atrazine_average_category","simazine_average_category"
"410115",1,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"410120",27,18,3,0,"c7","c5","c8","c8","c8","c8","c7","c5"
"410130",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410140",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410150",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410160",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410165",27,1,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410170",27,13,11,1,"c4","c4","c5","c5","c5","c5","c4","c4"
"410180",27,15,9,2,"c4","c8","c8","c8","c8","c8","c4","c8"
"410185",27,13,9,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410190",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410200",27,2,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410210",27,18,11,2,"c4","c8","c8","c8","c8","c8","c4","c8"
"410220",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410230",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410250",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410270",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410275",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410280",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410290",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410302",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410304",27,23,1,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"410305",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410310",26,17,12,1,"c8","c4","c8","c8","c8","c8","c4","c4"
"410315",27,14,0,9,"c4","c4","c4","c4","c4","c4","c4","c4"
"410320",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410322",27,15,12,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410330",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410335",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410337",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410340",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410345",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410347",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410350",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410360",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410370",27,2,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410380",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410390",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410395",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410400",27,23,12,2,"c5","c5","c5","c5","c5","c5","c4","c5"
"410405",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410410",27,16,12,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410420",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410425",27,18,12,1,"c4","c4","c4","c4","c4","c4","c4","c4"
"410430",27,13,12,0,"c4","c4","c5","c5","c5","c5","c4","c4"
"410440",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410442",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410445",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410450",27,15,12,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410460",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410465",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410470",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410480",27,16,12,0,"c4","c5","c5","c5","c5","c5","c4","c5"
"410490",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410500",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410510",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410520",27,16,12,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410530",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410540",27,12,9,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410550",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410560",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410570",27,15,11,2,"c4","c4","c4","c4","c4","c4","c4","c4"
"410580",27,11,9,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410600",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410610",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410620",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410630",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410640",24,1,1,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410645",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410655",27,15,12,1,"c4","c8","c8","c8","c8","c8","c4","c8"
"410657",27,16,12,0,"c5","c4","c5","c5","c5","c5","c4","c4"
"410660",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410670",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410680",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410685",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410690",27,19,12,0,"c5","c5","c5","c5","c5","c5","c4","c5"
"410700",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410710",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410712",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410715",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410720",26,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410725",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410730",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410750",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410752",27,14,12,0,"c4","c4","c5","c5","c5","c5","c4","c4"
"410753",23,0,0,0,"c4","c3","c4","c4","c4","c4","c4","c3"
"410755",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410760",27,14,9,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410765",27,13,9,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410770",8,0,0,0,"c2","c4","c4","c4","c4","c4","c2","c4"
"410773",27,17,12,1,"c4","c4","c4","c4","c4","c4","c4","c4"
"410775",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410780",27,15,12,1,"c4","c4","c5","c5","c5","c5","c4","c4"
"410785",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410790",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410800",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410810",27,27,2,2,"c5","c7","c67","c67","c67","c67","c5","c7"
"410820",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410830",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410832",27,13,12,0,"c4","c4","c5","c5","c5","c5","c4","c4"
"410840",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410845",27,15,12,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410850",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410855",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410860",27,14,12,0,"c4","c4","c5","c5","c5","c5","c4","c4"
"410865",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410870",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410880",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410890",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410895",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410900",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410910",27,6,6,0,"c4","c4","c5","c5","c5","c5","c4","c4"
"410920",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410930",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410940",27,1,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410950",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410960",26,16,12,1,"c4","c4","c4","c4","c4","c4","c4","c4"
"410965",27,16,12,1,"c4","c8","c8","c8","c8","c8","c4","c8"
"410970",27,13,9,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410975",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"410980",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"410990",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411000",1,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"411005",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411007",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411010",27,22,12,0,"c5","c5","c5","c5","c5","c5","c5","c5"
"411020",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411030",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411040",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411050",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411060",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411065",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411070",24,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411080",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411090",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411095",27,12,9,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411100",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411110",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411125",23,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411130",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411140",27,16,12,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411150",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411155",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411160",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411170",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411180",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411190",26,0,0,0,"c4","c3","c4","c4","c4","c4","c4","c3"
"411200",27,13,0,2,"c8","c4","c8","c8","c8","c8","c5","c4"
"411210",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411220",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411230",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411240",27,21,4,0,"c4","c7","c8","c8","c8","c8","c4","c7"
"411250",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411260",27,23,1,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"411270",1,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"411275",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411280",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411290",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411295",27,24,25,0,"c7","c7","c8","c8","c8","c8","c5","c7"
"411300",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"411310",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"411320",27,1,1,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411325",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411330",27,15,12,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411340",27,17,12,1,"c4","c4","c4","c4","c4","c4","c4","c4"
"411342",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411345",27,15,12,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411350",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411360",27,25,2,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"411370",27,2,2,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411373",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411375",27,3,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411380",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411390",27,19,12,1,"c4","c4","c5","c5","c5","c5","c4","c4"
"411400",27,7,6,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411410",27,3,0,0,"c4","c5","c5","c5","c5","c5","c4","c5"
"411420",19,0,0,0,"c4","c4","c3","c3","c3","c3","c4","c4"
"411430",27,14,10,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411440",27,15,12,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411450",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411460",5,1,0,0,"c2","c3","c3","c3","c3","c3","c2","c3"
"411470",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411480",1,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"411490",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411500",24,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411510",16,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411520",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411530",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411535",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411540",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411545",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411550",27,23,2,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"411560",27,15,12,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411570",24,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411573",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411575",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411580",27,15,12,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411585",27,1,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411590",24,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411600",26,0,0,0,"c4","c3","c4","c4","c4","c4","c4","c3"
"411605",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411610",25,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411620",27,15,12,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411630",5,5,0,4,"c2","c2","c2","c2","c2","c2","c2","c2"
"411650",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411660",27,15,12,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411670",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411680",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411690",27,1,1,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411695",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411700",1,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"411705",27,1,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411710",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411720",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411721",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"411722",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411725",27,1,1,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411727",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411729",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411730",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411740",23,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411745",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411750",27,1,1,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411760",25,6,5,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411770",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411780",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411790",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411800",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411810",27,13,12,0,"c4","c4","c5","c5","c5","c5","c4","c4"
"411820",27,12,0,1,"c4","c4","c4","c4","c4","c4","c5","c4"
"411840",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411845",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"411860",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411870",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411880",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"411885",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411890",27,13,12,0,"c4","c4","c5","c5","c5","c5","c4","c4"
"411900",27,15,12,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411910",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411915",27,14,9,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411920",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411925",27,3,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411930",27,15,12,1,"c4","c4","c4","c4","c4","c4","c4","c4"
"411940",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411960",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411965",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"411970",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411980",27,15,12,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411990",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"411995",25,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412000",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412010",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412020",24,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412030",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412033",26,0,0,0,"c4","c3","c4","c4","c4","c4","c4","c3"
"412035",27,16,12,1,"c4","c4","c4","c4","c4","c4","c4","c4"
"412040",27,24,1,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"412050",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412060",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412065",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412070",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412080",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412085",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412090",27,1,1,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412100",24,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412110",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412120",27,16,12,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412125",27,16,12,0,"c4","c4","c5","c5","c5","c5","c4","c4"
"412130",24,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412135",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412140",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412150",27,1,1,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412160",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412170",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412175",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412180",26,0,0,0,"c3","c3","c3","c3","c3","c3","c4","c3"
"412190",24,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412200",26,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412210",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412215",27,15,12,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412217",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412220",27,14,10,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412230",27,17,12,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412240",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412250",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412260",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412265",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412270",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412280",27,16,12,1,"c4","c4","c4","c4","c4","c4","c4","c4"
"412290",27,3,0,0,"c5","c4","c5","c5","c5","c5","c4","c4"
"412300",27,2,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412310",25,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412330",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412340",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412350",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412360",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412370",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"412380",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412382",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412385",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412390",23,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412395",27,2,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"412400",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412402",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412405",27,1,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412410",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412420",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412440",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412450",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412460",24,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412470",27,0,0,0,"c4","c4","c4","c4","c4","c4","c2","c4"
"412480",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412490",24,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412500",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412510",27,16,12,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412520",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412530",26,18,19,0,"c7","c7","c8","c8","c8","c8","c4","c7"
"412535",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412540",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412545",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"412550",27,17,12,1,"c5","c4","c5","c5","c5","c5","c4","c4"
